theta,H,beta_over_H,xi,xi_sem,tp,v_w,source_file,F0,fanh,theta_idx,xi_dm_H2H02,xi_dm_broken_powerlaw,s_vw_fit,p_fit,q_fit,kappa_fit,lambda_fit,A0_theta_fit,A_eff_fit,xi_pred,frac_resid
0.2617993877991494,0.05,4.0,22.40006299,1.9340677436987297,42.457225959440045,0.3,energy_ratio_by_theta_data_v3.txt,0.0021043938607912,0.0001703918597408,0,360.7218237161756,386.4944793451997,0.1297397878886659,3.2461426726972884,2.0,0.1370052160107203,1.566811524544684,0.0675060279166707,0.0013552004804935026,28.56235778185188,0.2751016724641756
0.2617993877991494,0.05,5.0,27.39180659,2.0733755859175065,39.2236093532367,0.3,energy_ratio_by_theta_data_v3.txt,0.0021043938607912,0.0002346531401138,0,320.53847104929963,343.4326133814274,0.1297397878886659,3.2461426726972884,2.0,0.1370052160107203,1.566811524544684,0.0675060279166707,0.0013552004804935026,31.654344306408447,0.15561360300947003
0.2617993877991494,0.05,6.0,29.70237546,2.479762898442796,36.499247342502834,0.3,energy_ratio_by_theta_data_v3.txt,0.0021043938607912,0.0002834603678712,0,287.93828947317274,308.49710785122073,0.1297397878886659,3.2461426726972884,2.0,0.1370052160107203,1.566811524544684,0.0675060279166707,0.0013552004804935026,34.09637954203117,0.1479344333233061
0.2617993877991494,0.05,8.0,29.83223108,1.040234870051136,32.59654623586663,0.3,energy_ratio_by_theta_data_v3.txt,0.0021043938607912,0.0003373303215103,0,243.32629384468157,260.6892717248328,0.1297397878886659,3.2461426726972884,2.0,0.1370052160107203,1.566811524544684,0.0675060279166707,0.0013552004804935026,38.29333124612011,0.28362277509282796
0.2617993877991494,0.05,10.0,34.24832494,1.7366954185096393,29.77113370618875,0.3,energy_ratio_by_theta_data_v3.txt,0.0021043938607912,0.00044368352399,0,212.6353750168044,227.79973049361473,0.1297397878886659,3.2461426726972884,2.0,0.1370052160107203,1.566811524544684,0.0675060279166707,0.0013552004804935026,41.54373344226054,0.21301504570052512
0.2617993877991494,0.05,12.0,38.24832808,1.2968023920463627,27.73611632468559,0.3,energy_ratio_by_theta_data_v3.txt,0.0021043938607912,0.0005510246240867,0,191.40527812589625,205.04874055328003,0.1297397878886659,3.2461426726972884,2.0,0.1370052160107203,1.566811524544684,0.0675060279166707,0.0013552004804935026,44.441271392284605,0.16191409201812632
0.2617993877991494,0.05,16.0,41.75707126,1.2620861473788827,24.661329123257484,0.3,energy_ratio_by_theta_data_v3.txt,0.0021043938607912,0.0007175172360002,0,160.78349874283074,172.2332267777992,0.1297397878886659,3.2461426726972884,2.0,0.1370052160107203,1.566811524544684,0.0675060279166707,0.0013552004804935026,48.54801659556872,0.16262982844953294
0.2617993877991494,0.05,20.0,48.88932497,0.8364535402413434,22.6615793733658,0.3,energy_ratio_by_theta_data_v3.txt,0.0021043938607912,0.0009536868747592,0,141.85147234007545,151.94489233527838,0.1297397878886659,3.2461426726972884,2.0,0.1370052160107203,1.566811524544684,0.0675060279166707,0.0013552004804935026,51.99443573523549,0.06351306276249236
0.2617993877991494,0.05,25.0,56.38647853,0.3441434163644841,20.74637188932313,0.3,energy_ratio_by_theta_data_v3.txt,0.0021043938607912,0.0012557082887777,0,124.48246528058472,133.33153506477115,0.1297397878886659,3.2461426726972884,2.0,0.1370052160107203,1.566811524544684,0.0675060279166707,0.0013552004804935026,54.80903904181269,-0.027975492162505673
0.2617993877991494,0.05,32.0,62.96582108,0.2440475476108602,19.05352557196632,0.3,energy_ratio_by_theta_data_v3.txt,0.0021043938607912,0.0015931947856112,0,109.77836277996032,117.57398617820391,0.1297397878886659,3.2461426726972884,2.0,0.1370052160107203,1.566811524544684,0.0675060279166707,0.0013552004804935026,58.343289255398076,-0.07341334942220246
0.2617993877991494,0.05,40.0,65.99064017,0.2532996677199869,17.697847817818243,0.3,energy_ratio_by_theta_data_v3.txt,0.0021043938607912,0.0018652140711251,0,98.4599217147976,105.44464740344074,0.1297397878886659,3.2461426726972884,2.0,0.1370052160107203,1.566811524544684,0.0675060279166707,0.0013552004804935026,61.06974400993213,-0.07456960786243386
0.2617993877991494,0.1,4.0,18.75350407,0.5490246639874863,21.228612979720022,0.3,energy_ratio_by_theta_data_v3.txt,0.0021043938607912,0.0004034846562716,0,128.78381634317634,137.94104521857474,0.1297397878886659,3.2461426726972884,2.0,0.1380327551304942,1.566811524544684,0.0675060279166707,0.0013552004804935026,25.56088995399197,0.3629927430405793
0.2617993877991494,0.1,5.0,20.07695336,0.6335255221462216,19.61180467661835,0.3,energy_ratio_by_theta_data_v3.txt,0.0021043938607912,0.0004864615254921,0,114.55869152132097,122.69679375009505,0.1297397878886659,3.2461426726972884,2.0,0.1380327551304942,1.566811524544684,0.0675060279166707,0.0013552004804935026,27.703874675303,0.3798843967281596
0.2617993877991494,0.1,6.0,21.77609682,0.1839101979626818,18.249623671251417,0.3,energy_ratio_by_theta_data_v3.txt,0.0021043938607912,0.0005877954163722,0,103.01652745978332,110.32770746014087,0.1297397878886659,3.2461426726972884,2.0,0.1380327551304942,1.566811524544684,0.0675060279166707,0.0013552004804935026,29.207004191466154,0.3412414737539799
0.2617993877991494,0.1,8.0,25.07831168,0.2653066610538926,16.298273117933316,0.3,energy_ratio_by_theta_data_v3.txt,0.0021043938607912,0.0008020712231741,0,87.21873314584153,93.39808633415748,0.1297397878886659,3.2461426726972884,2.0,0.1380327551304942,1.566811524544684,0.0675060279166707,0.0013552004804935026,31.49483474478994,0.2558594512527385
0.2617993877991494,0.1,10.0,28.53906488,0.2393943711400653,14.885566853094376,0.3,energy_ratio_by_theta_data_v3.txt,0.0021043938607912,0.0010457279083584,0,76.34816380521846,81.74868817766918,0.1297397878886659,3.2461426726972884,2.0,0.1380327551304942,1.566811524544684,0.0675060279166707,0.0013552004804935026,32.902349710871846,0.1528881499522995
0.2617993877991494,0.1,12.0,30.78795726,0.3217805087055175,13.868058162342797,0.3,energy_ratio_by_theta_data_v3.txt,0.0021043938607912,0.0012545397299891,0,68.82706593570873,73.68873122997573,0.1297397878886659,3.2461426726972884,2.0,0.1380327551304942,1.566811524544684,0.0675060279166707,0.0013552004804935026,33.97526111053918,0.10352436907791071
0.2617993877991494,0.1,16.0,34.55441518,0.220526172308662,12.330664561628742,0.3,energy_ratio_by_theta_data_v3.txt,0.0021043938607912,0.0016793872355338,0,57.97601545683518,62.060235908540434,0.1297397878886659,3.2461426726972884,2.0,0.1380327551304942,1.566811524544684,0.0675060279166707,0.0013552004804935026,34.804828223861705,0.0072469188830793395
0.2617993877991494,0.1,20.0,35.34178487,0.0539106805396802,11.330789686682898,0.3,energy_ratio_by_theta_data_v3.txt,0.0021043938607912,0.0019499579101502,0,51.265187390239774,54.86859426617632,0.1297397878886659,3.2461426726972884,2.0,0.1380327551304942,1.566811524544684,0.0675060279166707,0.0013552004804935026,35.189783809771356,-0.004300888050441067
0.2617993877991494,0.1,25.0,35.02794629,0.0294511481013354,10.373185944661566,0.3,energy_ratio_by_theta_data_v3.txt,0.0021043938607912,0.0022063451730196,0,45.10653337315264,48.26868769804378,0.1297397878886659,3.2461426726972884,2.0,0.1380327551304942,1.566811524544684,0.0675060279166707,0.0013552004804935026,34.79412018865184,-0.006675415664175502
0.2617993877991494,0.1,32.0,33.78239769,0.0214053945191406,9.52676278598316,0.3,energy_ratio_by_theta_data_v3.txt,0.0021043938607912,0.0024176836250745,0,39.891022797005206,42.67949926184155,0.1297397878886659,3.2461426726972884,2.0,0.1380327551304942,1.566811524544684,0.0675060279166707,0.0013552004804935026,34.256450647433844,0.014032543272503313
0.2617993877991494,0.1,40.0,32.23508742,0.0097598867563953,8.848923908909121,0.3,energy_ratio_by_theta_data_v3.txt,0.0021043938607912,0.0025770342317498,0,35.87501092461024,38.37575222195786,0.1297397878886659,3.2461426726972884,2.0,0.1380327551304942,1.566811524544684,0.0675060279166707,0.0013552004804935026,33.256147638630274,0.0316754288681335
0.2617993877991494,0.2,4.0,14.70185075,0.1956367742849808,10.614306489860011,0.3,energy_ratio_by_theta_data_v3.txt,0.0021043938607912,0.0008946673737635,0,46.63188600489288,49.903328115667215,0.1297397878886659,3.2461426726972884,2.0,0.12402085803851982,1.566811524544684,0.0675060279166707,0.0013552004804935026,17.564157057448455,0.19469020303096565
