theta,v_w,H,pilot_kappa,s_vw_fit,p_fit,q_fit,kappa_fit,lambda_fit,A0_theta_fit,A_eff_fit,rel_rmse
1.832595714594046,0.9,0.1,2.661119999999707,0.37230612488506104,3.2461426726972884,2.0,0.8,2.036864678470258,1.054589382258309,0.7491142384065073,0.10604839305061925
1.832595714594046,0.9,0.2,2.379599999999738,0.37230612488506104,3.2461426726972884,2.0,0.8,2.036864678470258,1.054589382258309,0.7491142384065073,0.0690252603429082
1.832595714594046,0.9,0.5,1.915919999999789,0.37230612488506104,3.2461426726972884,2.0,0.7133087507897076,2.036864678470258,1.054589382258309,0.7491142384065073,0.03194873538592067
1.832595714594046,0.9,1.0,1.5731999999998365,0.37230612488506104,3.2461426726972884,2.0,0.5857119956691171,2.036864678470258,1.054589382258309,0.7491142384065073,0.0357867420301427
1.832595714594046,0.9,1.5,1.409039999999886,0.37230612488506104,3.2461426726972884,2.0,0.5245942222080039,2.036864678470258,1.054589382258309,0.7491142384065073,0.0205401471987382
1.832595714594046,0.9,2.0,1.252079999999926,0.37230612488506104,3.2461426726972884,2.0,0.4661570528460596,2.036864678470258,1.054589382258309,0.7491142384065073,0.034265550275667696
2.356194490192345,0.3,0.05,1.7779200000037518,0.1297397878886659,3.2461426726972884,2.0,0.23066696368350362,2.3646999784040603,1.5819170157989622,0.03175738176386147,0.08716629017135416
2.356194490192345,0.3,0.1,1.616880000000562,0.1297397878886659,3.2461426726972884,2.0,0.209773668241499,2.3646999784040603,1.5819170157989622,0.03175738176386147,0.03556554311339548
2.356194490192345,0.3,0.2,1.299359999999857,0.1297397878886659,3.2461426726972884,2.0,0.16857869079099835,2.3646999784040603,1.5819170157989622,0.03175738176386147,0.1882252339182485
2.356194490192345,0.3,0.5,0.9537599999998952,0.1297397878886659,3.2461426726972884,2.0,0.12374062009668038,2.3646999784040603,1.5819170157989622,0.03175738176386147,0.11227844262214264
2.356194490192345,0.3,1.0,0.7492799999999207,0.1297397878886659,3.2461426726972884,2.0,0.09721142826920928,2.3646999784040603,1.5819170157989622,0.03175738176386147,0.0498388800498358
2.356194490192345,0.3,1.5,0.6590399999999411,0.1297397878886659,3.2461426726972884,2.0,0.08550370981013873,2.3646999784040603,1.5819170157989622,0.03175738176386147,0.014743392863775937
2.356194490192345,0.3,2.0,0.5769599999999577,0.1297397878886659,3.2461426726972884,2.0,0.07485466802023918,2.3646999784040603,1.5819170157989622,0.03175738176386147,0.022900806156562915
