# H_PT	beta_over_H	mean_ratio	ratio_sem
# Columns: H_PT, beta/H, mean ratio (PT/no-PT), SEM
0.05	4	28.10704008151726	1.926752438940242
0.05	5	33.02236703189508	2.4855875978776805
0.05	6	35.55309413000891	2.6819170086261788
0.05	8	38.894739815746696	2.9152704516516006
0.05	10	44.45616267302949	3.5981330273993883
0.05	12	42.45469434219667	3.4523466208565674
0.05	16	44.82124102427671	3.9602866441019784
0.05	20	44.306629985835585	4.035241722677818
0.05	25	44.91931638246258	4.310687315764177
0.05	32	43.324296126873016	4.234628222592574
0.05	40	42.8869284089486	4.2466335784541664
0.1	4	20.098487890376436	1.473282489482306
0.1	5	20.40412443524211	1.5366858280538174
0.1	6	20.914889381324365	1.6633220908673056
0.1	8	21.76276830332747	1.8718932790935214
0.1	10	21.887476897756738	1.920242971895494
0.1	12	21.992131448768365	2.00726783667937
0.1	16	21.6414838902615	1.9743895693323776
0.1	20	21.1266660171973	1.896763153888257
0.1	25	20.73552487698304	1.8001264001854167
0.1	32	19.918117345449886	1.6519614713657889
0.1	40	19.097852921046076	1.5227907143016335
0.2	4	10.752877727444078	0.8745326159087068
0.2	5	10.868458638865373	0.8998134907052772
0.2	6	10.931523704340716	0.8915161876564677
0.2	8	10.936945172302018	0.8615297670599428
0.2	10	10.825518526163746	0.8258287281028667
0.2	12	10.639840234487197	0.7810766389169289
0.2	16	10.086543842491327	0.7013131915202201
0.2	20	9.520136005083737	0.6462044910319311
0.2	25	8.942828532824176	0.6047139580875698
0.2	32	8.314788754491591	0.5612372018875863
0.2	40	7.798774799503941	0.5232083503238308
0.5	4	4.204111786863144	0.23342690970414207
0.5	5	4.088668762461205	0.22847989812392744
0.5	6	3.9743822601000733	0.2147683816359882
0.5	8	3.835834940016622	0.21299165413085325
0.5	10	3.650755795122975	0.1989068864693421
0.5	12	3.4909565826325917	0.1872273125848465
0.5	16	3.2417643264279254	0.16881261908677814
0.5	20	3.0569325556388542	0.15524754042049949
0.5	25	2.8818593601462417	0.141914516288036
0.5	32	2.7092341139910143	0.1287811371827305
0.5	40	2.571226342060328	0.11814459060795808
1.0	4	2.1770311267824227	0.08730439788447103
1.0	5	2.133065792580592	0.08426325940251148
1.0	6	2.089696699374915	0.08139911406870169
1.0	8	1.9993848032448858	0.073708806886934
1.0	10	1.9272186068483068	0.06812283875557135
1.0	12	1.866126122731093	0.06370557770551236
1.0	16	1.7725469572063952	0.056429235999631205
1.0	20	1.7043850692284401	0.05121348287581772
1.0	25	1.6421031311826655	0.046491921164253235
1.0	32	1.5809603410428958	0.04184160273539187
1.0	40	1.5328130697880689	0.038196029545513516
1.5	4	1.610806189952725	0.043734958236544545
1.5	5	1.58384091581696	0.041714827014465515
1.5	6	1.5589819592932068	0.039745093677937084
1.5	8	1.5141622012969693	0.03660900843601251
1.5	10	1.4767681875006449	0.033865385608060634
1.5	12	1.4450783731317876	0.03145811716328967
1.5	16	1.397236360517647	0.027950898102481254
1.5	20	1.3627513530108724	0.025448753537806183
1.5	25	1.3314178922618598	0.02316497728165743
1.5	32	1.3009645800034388	0.020944677352048222
1.5	40	1.277629797202411	0.019255621434066922
2.0	4	1.4073167722562736	0.029098936219562655
2.0	5	1.3891295722878756	0.0277795761305712
2.0	6	1.3712530691063805	0.026461044496456712
2.0	8	1.3406626031249602	0.024153445997988715
2.0	10	1.3153221743918686	0.022264154863630318
2.0	12	1.2943321370762997	0.020731160025694143
2.0	16	1.2622814050269138	0.018351365002856525
2.0	20	1.2399393721828509	0.016723331996201837
2.0	25	1.219752626907647	0.015253606368250391
2.0	32	1.2000445594606062	0.013826756104309371
2.0	40	1.185347684070094	0.012768513330536599
