# H_PT	beta_over_H	mean_ratio	ratio_sem
# Columns: H_PT, beta/H, mean ratio (PT/no-PT), SEM
0.05	4	19.307543194549307	1.3465700093551953
0.05	5	20.384437830267235	1.4113568765446016
0.05	6	22.408200757863167	1.4368443148808394
0.05	8	24.645418414524162	1.598253109446503
0.05	10	26.78977125391795	1.846153788631093
0.05	12	29.463445052584973	1.896514409632025
0.05	16	33.76606251364555	2.417547000737507
0.05	20	38.13713796442566	3.040902196971846
0.05	25	39.94679129157966	3.3237775754632324
0.05	32	43.2633752630371	3.906147240738502
0.05	40	43.753522476383765	3.97594965823929
0.1	4	13.369662762429586	0.7865789667803211
0.1	5	14.490235197977276	0.8739201962663228
0.1	6	15.938468310017454	0.9901151714488075
0.1	8	18.295455749821805	1.2616564761303959
0.1	10	20.210886971223328	1.500966965200758
0.1	12	21.399792848278047	1.6654942533101111
0.1	16	22.34724731273973	1.8341732723146893
0.1	20	22.51135420750409	1.8335557161109102
0.1	25	22.24213164590315	1.795102509468072
0.1	32	21.459680558913547	1.6791775547967827
0.1	40	20.51814715735373	1.5487787334308911
0.2	4	10.528979860248874	0.6745074534516654
0.2	5	11.41194864075362	0.7719992183310015
0.2	6	11.863075085361896	0.8342367785181911
0.2	8	12.392852353636085	0.8791375516781827
0.2	10	12.40172922444861	0.8700798314186594
0.2	12	12.18493939962425	0.835496456748362
0.2	16	11.534538231391789	0.7624124881950983
0.2	20	10.847294412230811	0.706532950717564
0.2	25	10.149204123734084	0.6604999451034861
0.2	32	9.436213992088135	0.6157141862236449
0.2	40	8.865654927447066	0.5784711590476258
0.5	4	5.478758498274872	0.30852940289931435
0.5	5	5.279355853960575	0.3033713504691595
0.5	6	5.070363651043811	0.29396705857254524
0.5	8	4.700323694462101	0.27314984999006225
0.5	10	4.359357091416794	0.2497482396081844
0.5	12	4.110095569121823	0.2324485310179739
0.5	16	3.728068276260738	0.20544844599811052
0.5	20	3.4629296624804096	0.18606270885658782
0.5	25	3.225633902561511	0.16823193836191408
0.5	32	2.9990950105663776	0.15095021319396354
0.5	40	2.8255773815157457	0.13762395875839634
1.0	4	2.7891850334040282	0.13362379087054624
1.0	5	2.6689661340782647	0.12484435918643022
1.0	6	2.559793737485632	0.11687191486931256
1.0	8	2.3922380849293323	0.10431586764968685
1.0	10	2.2638572904098764	0.09427860773031164
1.0	12	2.165055777641841	0.08666332262703336
1.0	16	2.02248376474313	0.07559878104217957
1.0	20	1.926822310090221	0.06822017644988909
1.0	25	1.8445670809768646	0.06186951801974538
1.0	32	1.7681160438941306	0.05595739388816355
1.0	40	1.710625611988948	0.051550403310749345
1.5	4	1.9681099190707412	0.06944663566464605
1.5	5	1.8985816592159428	0.06437663424190745
1.5	6	1.8425565414554728	0.06044855617201545
1.5	8	1.7550954115652064	0.05411640503529226
1.5	10	1.689628971179776	0.049318663988626894
1.5	12	1.6400668181283087	0.04572097350920443
1.5	16	1.5703089982069107	0.040587842019966944
1.5	20	1.5239587579861127	0.037200767086303196
1.5	25	1.484078489192183	0.034273145853766805
1.5	32	1.4467413315540487	0.03153838849282679
1.5	40	1.4183886165931212	0.029464939218234915
2.0	4	1.704880382090462	0.05175523608013052
2.0	5	1.6573099799745283	0.04792659223203361
2.0	6	1.6182055914673341	0.04494976823591158
2.0	8	1.5592989940967577	0.040481150676302584
2.0	10	1.5165719750369389	0.03723895279985662
2.0	12	1.4840350526045407	0.03476940892896693
2.0	16	1.4381759597241233	0.031296468593270906
2.0	20	1.4074228181475639	0.0289829440561567
2.0	25	1.3805748490170087	0.026973291304057918
2.0	32	1.3551878709241136	0.025083539724457524
2.0	40	1.3357692665219225	0.023641448730419557
