Hb,vw,theta0,tau_n,mass_on_tau,t_trig,kappa
5.298316906283707,0.7,2.879793265790644,0.18873918221350977,0.18873918221350977,1.46153918221348,0.8909599999999791
7.278953843983146,0.7,2.879793265790644,0.1373823795883264,0.1373823795883264,1.2413823795883205,0.7727999999999958
10.0,0.7,2.879793265790644,0.1,0.1,1.0560000000000143,0.66920000000001
0.001,0.9,0.2617993877991494,1000.0,1000.0,1002.2648000000752,2.038320000067665
0.0013738237958832624,0.9,0.2617993877991494,727.8953843983153,727.8953843983153,730.1601843983905,2.038320000067665
0.0018873918221350976,0.9,0.2617993877991494,529.8316906283708,529.8316906283708,532.096490628446,2.038320000067665
0.002592943797404667,0.9,0.2617993877991494,385.66204211634727,385.66204211634727,387.92684211642245,2.038320000067665
0.003562247890262444,0.9,0.2617993877991494,280.72162039411756,280.72162039411756,282.98642039419275,2.038320000067665
0.004893900918477494,0.9,0.2617993877991494,204.33597178569417,204.33597178569417,206.6007717856889,2.0383199999952497
0.006723357536499335,0.9,0.2617993877991494,148.7352107293512,148.7352107293512,151.00001072934592,2.0383199999952497
0.009236708571873866,0.9,0.2617993877991494,108.2636733874054,108.2636733874054,110.52847338740013,2.0383199999952497
0.01268961003167922,0.9,0.2617993877991494,78.80462815669912,78.80462815669912,81.07022815669384,2.0390399999952478
0.017433288221999882,0.9,0.2617993877991494,57.36152510448679,57.36152510448679,59.62712510448151,2.0390399999952478
0.02395026619987486,0.9,0.2617993877991494,41.753189365604,41.753189365604,44.01958936559872,2.0397599999952463
0.03290344562312668,0.9,0.2617993877991494,30.391953823131978,30.391953823131978,32.68155382313378,2.0606400000016243
0.04520353656360243,0.9,0.2617993877991494,22.12216291070449,22.12216291070449,24.41176291070932,2.0606400000043488
0.06210169418915616,0.9,0.2617993877991494,16.102620275609393,16.102620275609393,18.369020275614176,2.039760000004305
0.08531678524172806,0.9,0.2617993877991494,11.721022975334805,11.721022975334805,13.985022975334555,2.0375999999997756
0.11721022975334805,0.9,0.2617993877991494,8.531678524172806,8.531678524172806,10.77007852417256,2.0145599999997783
0.16102620275609392,0.9,0.2617993877991494,6.2101694189156165,6.2101694189156165,8.398969418915376,1.9699199999997838
0.2212216291070448,0.9,0.2617993877991494,4.520353656360245,4.520353656360245,6.65475365636001,1.9209599999997884
0.3039195382313198,0.9,0.2617993877991494,3.2903445623126677,3.2903445623126677,5.324744562312444,1.8309599999997983
0.41753189365604004,0.9,0.2617993877991494,2.395026619987486,2.395026619987486,4.3238266199872735,1.735919999999809
0.5736152510448681,0.9,0.2617993877991494,1.7433288221999874,1.7433288221999874,3.5425288221997895,1.619279999999822
0.7880462815669912,0.9,0.2617993877991494,1.2689610031679222,1.2689610031679222,2.9193610031677406,1.4853599999998366
1.0826367338740541,0.9,0.2617993877991494,0.9236708571873865,0.9236708571873865,2.4276708571872314,1.3535999999998605
1.4873521072935119,0.9,0.2617993877991494,0.6723357536499335,0.6723357536499335,2.02913575364983,1.2211199999999067
2.0433597178569416,0.9,0.2617993877991494,0.48939009184774945,0.48939009184774945,1.7013900918476867,1.0907999999999436
2.8072162039411754,0.9,0.2617993877991494,0.35622478902624444,0.35622478902624444,1.433024789026215,0.9691199999999737
3.856620421163472,0.9,0.2617993877991494,0.2592943797404667,0.2592943797404667,1.2096943797404647,0.8553599999999981
5.298316906283707,0.9,0.2617993877991494,0.18873918221350977,0.18873918221350977,1.0239391822135282,0.7516800000000166
7.278953843983146,0.9,0.2617993877991494,0.1373823795883264,0.1373823795883264,0.8685823795883434,0.6580800000000153
10.0,0.9,0.2617993877991494,0.1,0.1,0.737600000000013,0.5738400000000118
0.001,0.9,0.7853981633974483,1000.0,1000.0,1002.3936000000795,2.1542400000715136
0.0013738237958832624,0.9,0.7853981633974483,727.8953843983153,727.8953843983153,730.2889843983947,2.1542400000715136
0.0018873918221350976,0.9,0.7853981633974483,529.8316906283708,529.8316906283708,532.2252906284502,2.1542400000715136
0.002592943797404667,0.9,0.7853981633974483,385.66204211634727,385.66204211634727,388.0556421164267,2.1542400000715136
0.003562247890262444,0.9,0.7853981633974483,280.72162039411756,280.72162039411756,283.115220394197,2.1542400000715136
0.004893900918477494,0.9,0.7853981633974483,204.33597178569417,204.33597178569417,206.7295717856886,2.1542399999949793
0.006723357536499335,0.9,0.7853981633974483,148.7352107293512,148.7352107293512,151.12881072934562,2.1542399999949793
0.009236708571873866,0.9,0.7853981633974483,108.2636733874054,108.2636733874054,110.65807338739982,2.154959999994978
0.01268961003167922,0.9,0.7853981633974483,78.80462815669912,78.80462815669912,81.22222815669349,2.175839999994929
0.017433288221999882,0.9,0.7853981633974483,57.36152510448679,57.36152510448679,59.77912510448115,2.175839999994929
0.02395026619987486,0.9,0.7853981633974483,41.753189365604,41.753189365604,44.17078936559837,2.175839999994929
0.03290344562312668,0.9,0.7853981633974483,30.391953823131978,30.391953823131978,32.809553823133484,2.175840000001356
0.04520353656360243,0.9,0.7853981633974483,22.12216291070449,22.12216291070449,24.516562910709542,2.154960000004548
0.06210169418915616,0.9,0.7853981633974483,16.102620275609393,16.102620275609393,18.495420275614443,2.1535200000045447
0.08531678524172806,0.9,0.7853981633974483,11.721022975334805,11.721022975334805,14.089022975334544,2.1311999999997653
0.11721022975334805,0.9,0.7853981633974483,8.531678524172806,8.531678524172806,10.872478524172548,2.106719999999768
0.16102620275609392,0.9,0.7853981633974483,6.2101694189156165,6.2101694189156165,8.498969418915365,2.059919999999774
0.2212216291070448,0.9,0.7853981633974483,4.520353656360245,4.520353656360245,6.732353656360002,1.9907999999997807
0.3039195382313198,0.9,0.7853981633974483,3.2903445623126677,3.2903445623126677,5.399944562312435,1.898639999999791
0.41753189365604004,0.9,0.7853981633974483,2.395026619987486,2.395026619987486,4.3782266199872675,1.7848799999998035
0.5736152510448681,0.9,0.7853981633974483,1.7433288221999874,1.7433288221999874,3.592928822199784,1.664639999999817
0.7880462815669912,0.9,0.7853981633974483,1.2689610031679222,1.2689610031679222,2.9657610031677355,1.527119999999832
1.0826367338740541,0.9,0.7853981633974483,0.9236708571873865,0.9236708571873865,2.466070857187227,1.3881599999998568
1.4873521072935119,0.9,0.7853981633974483,0.6723357536499335,0.6723357536499335,2.0611357536498263,1.2499199999999036
2.0433597178569416,0.9,0.7853981633974483,0.48939009184774945,0.48939009184774945,1.7285900918476838,1.115279999999941
2.8072162039411754,0.9,0.7853981633974483,0.35622478902624444,0.35622478902624444,1.4570247890262125,0.9907199999999713
3.856620421163472,0.9,0.7853981633974483,0.2592943797404667,0.2592943797404667,1.2296943797404625,0.8733599999999961
5.298316906283707,0.9,0.7853981633974483,0.18873918221350977,0.18873918221350977,1.0407391822135263,0.7668000000000149
7.278953843983146,0.9,0.7853981633974483,0.1373823795883264,0.1373823795883264,0.8829823795883438,0.6710400000000156
10.0,0.9,0.7853981633974483,0.1,0.1,0.7504000000000134,0.5853600000000121
0.001,0.9,1.308996938995747,1000.0,1000.0,1002.6992000000896,2.429280000080644
0.0013738237958832624,0.9,1.308996938995747,727.8953843983153,727.8953843983153,730.5945843984049,2.429280000080644
0.0018873918221350976,0.9,1.308996938995747,529.8316906283708,529.8316906283708,532.5308906284604,2.429280000080644
